index,Unnamed: 0,INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,EXPIRY_DAYS,Approx_Spot_Price,Model_Price,Price_Difference
505,160898,OPTIDX,BANKNIFTY,2019-08-01,29700.0,CE,0.75,0.85,0.05,0.1,0.0,27688.0,164468.83,193940.0,-128000.0,2019-08-01,0,28339.731785500506,0.0,-0.1
505,160898,OPTIDX,BANKNIFTY,2019-08-01,29700.0,CE,0.75,0.85,0.05,0.1,0.0,27688.0,164468.83,193940.0,-128000.0,2019-08-01,0,28339.731785500506,0.0,-0.1
567,160960,OPTIDX,BANKNIFTY,2019-08-01,29700.0,PE,931.2,1620.0,868.85,1356.3,0.0,927.0,5726.46,8860.0,-5240.0,2019-08-01,0,28339.731785500506,1328.073097101695,-28.226902898304843
567,160960,OPTIDX,BANKNIFTY,2019-08-01,29700.0,PE,931.2,1620.0,868.85,1356.3,0.0,927.0,5726.46,8860.0,-5240.0,2019-08-01,0,28339.731785500506,1347.5497499147816,-8.75025008521834
629,161022,OPTIDX,BANKNIFTY,2019-08-08,29700.0,CE,30.0,32.9,6.0,11.05,11.05,16016.0,95180.45,76560.0,41040.0,2019-08-01,7,28448.234198113598,15.668465168476246,4.618465168476245
629,161022,OPTIDX,BANKNIFTY,2019-08-08,29700.0,CE,30.0,32.9,6.0,11.05,11.05,16016.0,95180.45,76560.0,41040.0,2019-08-01,7,28448.234198113598,21.867776986951714,10.817776986951714
689,161082,OPTIDX,BANKNIFTY,2019-08-08,29700.0,PE,1100.0,1403.0,1100.0,1234.35,1234.35,14.0,86.46,360.0,160.0,2019-08-01,7,28448.234198113598,1236.6937805414066,2.343780541406659
689,161082,OPTIDX,BANKNIFTY,2019-08-08,29700.0,PE,1100.0,1403.0,1100.0,1234.35,1234.35,14.0,86.46,360.0,160.0,2019-08-01,7,28448.234198113598,1249.5605321370847,15.210532137084783
749,161142,OPTIDX,BANKNIFTY,2019-08-14,29700.0,CE,0.0,0.0,0.0,2136.15,74.15,0.0,0.0,0.0,0.0,2019-08-01,13,31259.856655299616,1554.6429159270551,-581.507084072945
749,161142,OPTIDX,BANKNIFTY,2019-08-14,29700.0,CE,0.0,0.0,0.0,2136.15,74.15,0.0,0.0,0.0,0.0,2019-08-01,13,31259.856655299616,1618.6846966363566,-517.4653033636434
809,161202,OPTIDX,BANKNIFTY,2019-08-14,29700.0,PE,0.0,0.0,0.0,523.45,1342.45,0.0,0.0,0.0,0.0,2019-08-01,13,31259.856655299616,43.94370293423641,-479.50629706576365
809,161202,OPTIDX,BANKNIFTY,2019-08-14,29700.0,PE,0.0,0.0,0.0,523.45,1342.45,0.0,0.0,0.0,0.0,2019-08-01,13,31259.856655299616,37.65850883378015,-485.7914911662199
869,161262,OPTIDX,BANKNIFTY,2019-08-22,29700.0,CE,0.0,0.0,0.0,1954.4,156.0,0.0,0.0,0.0,0.0,2019-08-01,21,31037.7344168661,1484.578589004932,-469.82141099506816
869,161262,OPTIDX,BANKNIFTY,2019-08-22,29700.0,CE,0.0,0.0,0.0,1954.4,156.0,0.0,0.0,0.0,0.0,2019-08-01,21,31037.7344168661,1492.421250918432,-461.97874908156814
929,161322,OPTIDX,BANKNIFTY,2019-08-22,29700.0,PE,0.0,0.0,0.0,531.35,1384.7,0.0,0.0,0.0,0.0,2019-08-01,21,31037.7344168661,130.8509426900817,-400.4990573099183
929,161322,OPTIDX,BANKNIFTY,2019-08-22,29700.0,PE,0.0,0.0,0.0,531.35,1384.7,0.0,0.0,0.0,0.0,2019-08-01,21,31037.7344168661,126.17422825015969,-405.17577174984035
989,161382,OPTIDX,BANKNIFTY,2019-08-29,29700.0,CE,161.95,171.7,86.0,111.45,111.45,1087.0,6485.16,10980.0,-7140.0,2019-08-01,28,28080.550385231792,138.83420354859058,27.384203548590577
989,161382,OPTIDX,BANKNIFTY,2019-08-29,29700.0,CE,161.95,171.7,86.0,111.45,111.45,1087.0,6485.16,10980.0,-7140.0,2019-08-01,28,28080.550385231792,138.31563081701063,26.865630817010626
1051,161444,OPTIDX,BANKNIFTY,2019-08-29,29700.0,PE,950.0,1617.2,950.0,1617.2,1422.2,138.0,853.16,4320.0,1640.0,2019-08-01,28,28080.550385231792,1659.3506665722402,42.1506665722402
1051,161444,OPTIDX,BANKNIFTY,2019-08-29,29700.0,PE,950.0,1617.2,950.0,1617.2,1422.2,138.0,853.16,4320.0,1640.0,2019-08-01,28,28080.550385231792,1598.4167667478794,-18.78323325212068
1113,161506,OPTIDX,BANKNIFTY,2019-09-05,29700.0,CE,0.0,0.0,0.0,1748.55,301.55,0.0,0.0,0.0,0.0,2019-08-01,35,30782.19355811672,1540.9549871357633,-207.59501286423665
1113,161506,OPTIDX,BANKNIFTY,2019-09-05,29700.0,CE,0.0,0.0,0.0,1748.55,301.55,0.0,0.0,0.0,0.0,2019-08-01,35,30782.19355811672,1567.9594981965554,-180.59050180344457
1173,161566,OPTIDX,BANKNIFTY,2019-09-05,29700.0,PE,0.0,0.0,0.0,524.3,1448.1,0.0,0.0,0.0,0.0,2019-08-01,35,30782.19355811672,276.9327767647502,-247.36722323524975
1173,161566,OPTIDX,BANKNIFTY,2019-09-05,29700.0,PE,0.0,0.0,0.0,524.3,1448.1,0.0,0.0,0.0,0.0,2019-08-01,35,30782.19355811672,296.1499772653278,-228.15002273467218
1233,161626,OPTIDX,BANKNIFTY,2019-09-12,29700.0,CE,0.0,0.0,0.0,1804.85,370.9,0.0,0.0,0.0,0.0,2019-08-01,42,30891.66390944686,1616.3400376767,-188.5099623233
1233,161626,OPTIDX,BANKNIFTY,2019-09-12,29700.0,CE,0.0,0.0,0.0,1804.85,370.9,0.0,0.0,0.0,0.0,2019-08-01,42,30891.66390944686,1767.7011549735798,-37.14884502642008
1285,161678,OPTIDX,BANKNIFTY,2019-09-12,29700.0,PE,0.0,0.0,0.0,442.8,1480.3,0.0,0.0,0.0,0.0,2019-08-01,42,30891.66390944686,326.54380638084046,-116.25619361915955
1285,161678,OPTIDX,BANKNIFTY,2019-09-12,29700.0,PE,0.0,0.0,0.0,442.8,1480.3,0.0,0.0,0.0,0.0,2019-08-01,42,30891.66390944686,310.2293364523188,-132.5706635476812
1337,161730,OPTIDX,BANKNIFTY,2019-09-19,29700.0,CE,0.0,0.0,0.0,1523.9,438.0,0.0,0.0,0.0,0.0,2019-08-01,49,30573.36141317318,1591.3616354457395,67.46163544573938
1337,161730,OPTIDX,BANKNIFTY,2019-09-19,29700.0,CE,0.0,0.0,0.0,1523.9,438.0,0.0,0.0,0.0,0.0,2019-08-01,49,30573.36141317318,1519.1869114458357,-4.713088554164415
1386,161779,OPTIDX,BANKNIFTY,2019-09-19,29700.0,PE,0.0,0.0,0.0,451.85,1510.35,0.0,0.0,0.0,0.0,2019-08-01,49,30573.36141317318,438.6595508077075,-13.190449192292533
1386,161779,OPTIDX,BANKNIFTY,2019-09-19,29700.0,PE,0.0,0.0,0.0,451.85,1510.35,0.0,0.0,0.0,0.0,2019-08-01,49,30573.36141317318,440.70757677946034,-11.142423220539683
1435,161828,OPTIDX,BANKNIFTY,2019-09-26,29700.0,CE,0.0,0.0,0.0,2507.55,503.25,0.0,0.0,0.0,0.0,2019-08-01,56,31538.886043271617,2339.742774333478,-167.8072256665223
1435,161828,OPTIDX,BANKNIFTY,2019-09-26,29700.0,CE,0.0,0.0,0.0,2507.55,503.25,0.0,0.0,0.0,0.0,2019-08-01,56,31538.886043271617,2305.1197024736784,-202.43029752632174
1495,161888,OPTIDX,BANKNIFTY,2019-09-26,29700.0,PE,0.0,0.0,0.0,441.7,1538.6,0.0,0.0,0.0,0.0,2019-08-01,56,31538.886043271617,249.019906024978,-192.68009397502198
1495,161888,OPTIDX,BANKNIFTY,2019-09-26,29700.0,PE,0.0,0.0,0.0,441.7,1538.6,0.0,0.0,0.0,0.0,2019-08-01,56,31538.886043271617,262.3409546156985,-179.3590453843015
1555,161948,OPTIDX,BANKNIFTY,2019-10-31,29700.0,CE,0.0,0.0,0.0,1110.65,805.45,0.0,0.0,0.0,0.0,2019-08-01,91,29200.66518024789,1129.7399277013149,19.089927701314764
1555,161948,OPTIDX,BANKNIFTY,2019-10-31,29700.0,CE,0.0,0.0,0.0,1110.65,805.45,0.0,0.0,0.0,0.0,2019-08-01,91,29200.66518024789,1069.5024535780522,-41.147546421947936
1593,161986,OPTIDX,BANKNIFTY,2019-10-31,29700.0,PE,0.0,0.0,0.0,1242.05,1656.4,0.0,0.0,0.0,0.0,2019-08-01,91,29200.66518024789,1184.2989629872304,-57.75103701276953
1593,161986,OPTIDX,BANKNIFTY,2019-10-31,29700.0,PE,0.0,0.0,0.0,1242.05,1656.4,0.0,0.0,0.0,0.0,2019-08-01,91,29200.66518024789,1278.318711322711,36.26871132271094
5495,165888,OPTSTK,ACC,2019-08-29,1400.0,CE,0.0,0.0,0.0,182.5,134.8,0.0,0.0,800.0,0.0,2019-08-01,28,1567.1904221994785,173.08223611570025,-9.417763884299745
5495,165888,OPTSTK,ACC,2019-08-29,1400.0,CE,0.0,0.0,0.0,182.5,134.8,0.0,0.0,800.0,0.0,2019-08-01,28,1567.1904221994785,179.74928921051776,-2.750710789482241
5529,165922,OPTSTK,ACC,2019-08-29,1400.0,PE,7.9,11.0,7.0,9.95,9.95,13.0,73.24,15200.0,1200.0,2019-08-01,28,1567.1904221994785,0.8174091937376755,-9.132590806262323
5529,165922,OPTSTK,ACC,2019-08-29,1400.0,PE,7.9,11.0,7.0,9.95,9.95,13.0,73.24,15200.0,1200.0,2019-08-01,28,1567.1904221994785,0.3322670227309424,-9.617732977269057
5563,165956,OPTSTK,ACC,2019-09-26,1400.0,CE,0.0,0.0,0.0,235.0,156.6,0.0,0.0,0.0,0.0,2019-08-01,56,1593.7013623091,212.39239426194322,-22.607605738056776
5563,165956,OPTSTK,ACC,2019-09-26,1400.0,CE,0.0,0.0,0.0,235.0,156.6,0.0,0.0,0.0,0.0,2019-08-01,56,1593.7013623091,207.7558871454063,-27.24411285459371
5597,165990,OPTSTK,ACC,2019-09-26,1400.0,PE,0.0,0.0,0.0,30.6,27.3,0.0,0.0,0.0,0.0,2019-08-01,56,1593.7013623091,1.6719828067345714,-28.92801719326543
5597,165990,OPTSTK,ACC,2019-09-26,1400.0,PE,0.0,0.0,0.0,30.6,27.3,0.0,0.0,0.0,0.0,2019-08-01,56,1593.7013623091,2.1378056927083633,-28.46219430729164
5631,166024,OPTSTK,ACC,2019-10-31,1400.0,CE,0.0,0.0,0.0,234.55,179.45,0.0,0.0,0.0,0.0,2019-08-01,91,1592.7062711227961,218.34765939553097,-16.202340604469043
5631,166024,OPTSTK,ACC,2019-10-31,1400.0,CE,0.0,0.0,0.0,234.55,179.45,0.0,0.0,0.0,0.0,2019-08-01,91,1592.7062711227961,207.1979796174352,-27.352020382564803
5665,166058,OPTSTK,ACC,2019-10-31,1400.0,PE,0.0,0.0,0.0,24.5,41.45,0.0,0.0,0.0,0.0,2019-08-01,91,1592.7062711227961,4.7603656102466125,-19.739634389753387
5665,166058,OPTSTK,ACC,2019-10-31,1400.0,PE,0.0,0.0,0.0,24.5,41.45,0.0,0.0,0.0,0.0,2019-08-01,91,1592.7062711227961,6.280237130781918,-18.21976286921808
37765,874161,OPTIDX,BANKNIFTY,2019-11-07,29700.0,CE,543.0,758.0,519.05,710.6,710.6,3015.0,18309.26,4000.0,2000.0,2019-11-01,6,30275.449070248906,713.1044124130765,2.504412413076466
37765,874161,OPTIDX,BANKNIFTY,2019-11-07,29700.0,CE,543.0,758.0,519.05,710.6,710.6,3015.0,18309.26,4000.0,2000.0,2019-11-01,6,30275.449070248906,692.5648444506687,-18.035155549331307
37836,874232,OPTIDX,BANKNIFTY,2019-11-07,29700.0,PE,181.0,244.6,97.65,110.75,110.75,108167.0,645658.55,165380.0,100600.0,2019-11-01,6,30275.449070248906,104.9096877601563,-5.840312239843698
37836,874232,OPTIDX,BANKNIFTY,2019-11-07,29700.0,PE,181.0,244.6,97.65,110.75,110.75,108167.0,645658.55,165380.0,100600.0,2019-11-01,6,30275.449070248906,98.13315367432419,-12.616846325675809
37907,874303,OPTIDX,BANKNIFTY,2019-11-14,29700.0,CE,0.0,0.0,0.0,649.0,1102.45,0.0,0.0,0.0,0.0,2019-11-01,13,30045.006655299614,692.7965374920739,43.79653749207387
37907,874303,OPTIDX,BANKNIFTY,2019-11-14,29700.0,CE,0.0,0.0,0.0,649.0,1102.45,0.0,0.0,0.0,0.0,2019-11-01,13,30045.006655299614,643.4979512197008,-5.502048780299219
37978,874374,OPTIDX,BANKNIFTY,2019-11-14,29700.0,PE,362.2,373.8,243.35,251.15,251.15,20.0,120.01,180.0,140.0,2019-11-01,13,30045.006655299614,280.75552849591145,29.605528495911443
37978,874374,OPTIDX,BANKNIFTY,2019-11-14,29700.0,PE,362.2,373.8,243.35,251.15,251.15,20.0,120.01,180.0,140.0,2019-11-01,13,30045.006655299614,268.5979860951047,17.44798609510471
38049,874445,OPTIDX,BANKNIFTY,2019-11-21,29700.0,CE,0.0,0.0,0.0,1047.55,1281.0,0.0,0.0,0.0,0.0,2019-11-01,20,29197.59150082672,379.87523349067413,-667.6747665093258
38049,874445,OPTIDX,BANKNIFTY,2019-11-21,29700.0,CE,0.0,0.0,0.0,1047.55,1281.0,0.0,0.0,0.0,0.0,2019-11-01,20,29197.59150082672,328.88549129181706,-718.6645087081829
38120,874516,OPTIDX,BANKNIFTY,2019-11-21,29700.0,PE,0.0,0.0,0.0,1468.7,559.6,0.0,0.0,0.0,0.0,2019-11-01,20,29197.59150082672,823.9408489690697,-644.7591510309303
38120,874516,OPTIDX,BANKNIFTY,2019-11-21,29700.0,PE,0.0,0.0,0.0,1468.7,559.6,0.0,0.0,0.0,0.0,2019-11-01,20,29197.59150082672,774.45582004907,-694.2441799509301
38191,874587,OPTIDX,BANKNIFTY,2019-11-28,29700.0,CE,1050.6,1090.0,1030.4,1090.0,1434.85,3.0,18.45,80.0,-40.0,2019-11-01,27,30257.153580702576,1061.9769698582475,-28.023030141752542
38191,874587,OPTIDX,BANKNIFTY,2019-11-28,29700.0,CE,1050.6,1090.0,1030.4,1090.0,1434.85,3.0,18.45,80.0,-40.0,2019-11-01,27,30257.153580702576,1062.7523121676456,-27.24768783235436
38262,874658,OPTIDX,BANKNIFTY,2019-11-28,29700.0,PE,550.25,589.7,411.55,423.2,423.2,210.0,1267.57,2160.0,1360.0,2019-11-01,27,30257.153580702576,366.1785034034502,-57.02149659654981
38262,874658,OPTIDX,BANKNIFTY,2019-11-28,29700.0,PE,550.25,589.7,411.55,423.2,423.2,210.0,1267.57,2160.0,1360.0,2019-11-01,27,30257.153580702576,401.53730424572456,-21.662695754275433
38324,874720,OPTIDX,BANKNIFTY,2019-12-05,29700.0,CE,0.0,0.0,0.0,1723.55,1577.2,0.0,0.0,0.0,0.0,2019-11-01,34,28587.692868824564,308.7139042653953,-1414.8360957346047
38324,874720,OPTIDX,BANKNIFTY,2019-12-05,29700.0,CE,0.0,0.0,0.0,1723.55,1577.2,0.0,0.0,0.0,0.0,2019-11-01,34,28587.692868824564,339.97823520430956,-1383.5717647956903
38381,874777,OPTIDX,BANKNIFTY,2019-12-05,29700.0,PE,0.0,0.0,0.0,2697.85,784.45,0.0,0.0,0.0,0.0,2019-11-01,34,28587.692868824564,1298.5878076051392,-1399.2621923948607
38381,874777,OPTIDX,BANKNIFTY,2019-12-05,29700.0,PE,0.0,0.0,0.0,2697.85,784.45,0.0,0.0,0.0,0.0,2019-11-01,34,28587.692868824564,1277.4448374909841,-1420.4051625090158
38435,874831,OPTIDX,BANKNIFTY,2019-12-12,29700.0,CE,0.0,0.0,0.0,1479.75,1704.25,0.0,0.0,0.0,0.0,2019-11-01,41,28298.009339115095,309.15046625816046,-1170.5995337418394
38435,874831,OPTIDX,BANKNIFTY,2019-12-12,29700.0,CE,0.0,0.0,0.0,1479.75,1704.25,0.0,0.0,0.0,0.0,2019-11-01,41,28298.009339115095,340.0665130921126,-1139.6834869078875
38489,874885,OPTIDX,BANKNIFTY,2019-12-12,29700.0,PE,0.0,0.0,0.0,2715.4,878.15,0.0,0.0,0.0,0.0,2019-11-01,41,28298.009339115095,1502.4841634074053,-1212.9158365925948
38489,874885,OPTIDX,BANKNIFTY,2019-12-12,29700.0,PE,0.0,0.0,0.0,2715.4,878.15,0.0,0.0,0.0,0.0,2019-11-01,41,28298.009339115095,1647.88088020237,-1067.51911979763
38533,874929,OPTIDX,BANKNIFTY,2019-12-19,29700.0,CE,0.0,0.0,0.0,1772.75,1822.3,0.0,0.0,0.0,0.0,2019-11-01,48,29096.702965521567,606.9922270320582,-1165.757772967942
38533,874929,OPTIDX,BANKNIFTY,2019-12-19,29700.0,CE,0.0,0.0,0.0,1772.75,1822.3,0.0,0.0,0.0,0.0,2019-11-01,48,29096.702965521567,635.8746544959934,-1136.8753455040066
38577,874973,OPTIDX,BANKNIFTY,2019-12-19,29700.0,PE,0.0,0.0,0.0,2181.4,962.95,0.0,0.0,0.0,0.0,2019-11-01,48,29096.702965521567,1114.6284831851908,-1066.7715168148093
38577,874973,OPTIDX,BANKNIFTY,2019-12-19,29700.0,PE,0.0,0.0,0.0,2181.4,962.95,0.0,0.0,0.0,0.0,2019-11-01,48,29096.702965521567,1102.1435113470654,-1079.2564886529346
38634,875030,OPTIDX,BANKNIFTY,2019-12-26,29700.0,CE,0.0,0.0,0.0,3260.3,1933.5,0.0,0.0,0.0,0.0,2019-11-01,55,30231.57372201635,1395.2149655078033,-1865.0850344921969
38634,875030,OPTIDX,BANKNIFTY,2019-12-26,29700.0,CE,0.0,0.0,0.0,3260.3,1933.5,0.0,0.0,0.0,0.0,2019-11-01,55,30231.57372201635,1369.592978375155,-1890.707021624845
38691,875087,OPTIDX,BANKNIFTY,2019-12-26,29700.0,PE,0.0,0.0,0.0,2505.8,1040.95,0.0,0.0,0.0,0.0,2019-11-01,55,30231.57372201635,640.72807403531,-1865.0719259646903
38691,875087,OPTIDX,BANKNIFTY,2019-12-26,29700.0,PE,0.0,0.0,0.0,2505.8,1040.95,0.0,0.0,0.0,0.0,2019-11-01,55,30231.57372201635,608.1601518211369,-1897.6398481788633
38734,875130,OPTIDX,BANKNIFTY,2020-01-02,29700.0,CE,0.0,0.0,0.0,1760.4,2038.8,0.0,0.0,0.0,0.0,2019-11-01,62,29190.37158259676,906.5123596418982,-853.8876403581019
38734,875130,OPTIDX,BANKNIFTY,2020-01-02,29700.0,CE,0.0,0.0,0.0,1760.4,2038.8,0.0,0.0,0.0,0.0,2019-11-01,62,29190.37158259676,854.5666035421083,-905.8333964578918
38777,875173,OPTIDX,BANKNIFTY,2020-01-02,29700.0,PE,0.0,0.0,0.0,2018.85,1113.1,0.0,0.0,0.0,0.0,2019-11-01,62,29190.37158259676,1142.0376620474906,-876.8123379525093
38777,875173,OPTIDX,BANKNIFTY,2020-01-02,29700.0,PE,0.0,0.0,0.0,2018.85,1113.1,0.0,0.0,0.0,0.0,2019-11-01,62,29190.37158259676,1038.0867972589003,-980.7632027410996
38810,875206,OPTIDX,BANKNIFTY,2020-01-30,29700.0,CE,0.0,0.0,0.0,2367.15,2417.75,0.0,0.0,0.0,0.0,2019-11-01,90,30135.28354659276,1631.5774496858776,-735.5725503141225
38810,875206,OPTIDX,BANKNIFTY,2020-01-30,29700.0,CE,0.0,0.0,0.0,2367.15,2417.75,0.0,0.0,0.0,0.0,2019-11-01,90,30135.28354659276,1585.475778436663,-781.6742215633371
38843,875239,OPTIDX,BANKNIFTY,2020-01-30,29700.0,PE,0.0,0.0,0.0,1567.95,1359.7,0.0,0.0,0.0,0.0,2019-11-01,90,30135.28354659276,829.742359265241,-738.207640734759
38843,875239,OPTIDX,BANKNIFTY,2020-01-30,29700.0,PE,0.0,0.0,0.0,1567.95,1359.7,0.0,0.0,0.0,0.0,2019-11-01,90,30135.28354659276,927.2391903671544,-640.7108096328457
42757,879153,OPTSTK,ACC,2019-11-28,1400.0,CE,171.0,171.0,171.0,171.0,160.8,1.0,6.28,400.0,0.0,2019-11-01,27,1556.3314819186398,164.52304684235716,-6.476953157642839
42757,879153,OPTSTK,ACC,2019-11-28,1400.0,CE,171.0,171.0,171.0,171.0,160.8,1.0,6.28,400.0,0.0,2019-11-01,27,1556.3314819186398,163.33039852851118,-7.669601471488818
42792,879188,OPTSTK,ACC,2019-11-28,1400.0,PE,9.0,9.5,7.3,9.5,12.85,7.0,39.44,1600.0,400.0,2019-11-01,27,1556.3314819186398,0.6350940776717835,-8.864905922328216
42792,879188,OPTSTK,ACC,2019-11-28,1400.0,PE,9.0,9.5,7.3,9.5,12.85,7.0,39.44,1600.0,400.0,2019-11-01,27,1556.3314819186398,0.746028415550787,-8.753971584449213
42827,879223,OPTSTK,ACC,2019-12-26,1400.0,CE,0.0,0.0,0.0,329.9,183.9,0.0,0.0,0.0,0.0,2019-11-01,55,1656.841690600097,267.5906178487027,-62.30938215129726
42827,879223,OPTSTK,ACC,2019-12-26,1400.0,CE,0.0,0.0,0.0,329.9,183.9,0.0,0.0,0.0,0.0,2019-11-01,55,1656.841690600097,263.5072341097086,-66.3927658902914
42862,879258,OPTSTK,ACC,2019-12-26,1400.0,PE,0.0,0.0,0.0,62.55,29.35,0.0,0.0,0.0,0.0,2019-11-01,55,1656.841690600097,0.3197402181862968,-62.2302597818137
42862,879258,OPTSTK,ACC,2019-12-26,1400.0,PE,0.0,0.0,0.0,62.55,29.35,0.0,0.0,0.0,0.0,2019-11-01,55,1656.841690600097,0.4572895111667363,-62.09271048883326
42897,879293,OPTSTK,ACC,2020-01-30,1400.0,CE,0.0,0.0,0.0,228.9,208.55,0.0,0.0,0.0,0.0,2019-11-01,90,1571.2956890649784,197.04410222553287,-31.855897774467138
42897,879293,OPTSTK,ACC,2020-01-30,1400.0,CE,0.0,0.0,0.0,228.9,208.55,0.0,0.0,0.0,0.0,2019-11-01,90,1571.2956890649784,194.34847374200896,-34.55152625799104
42932,879328,OPTSTK,ACC,2020-01-30,1400.0,PE,0.0,0.0,0.0,40.45,46.2,0.0,0.0,0.0,0.0,2019-11-01,90,1571.2956890649784,7.762941867409507,-32.687058132590494
42932,879328,OPTSTK,ACC,2020-01-30,1400.0,PE,0.0,0.0,0.0,40.45,46.2,0.0,0.0,0.0,0.0,2019-11-01,90,1571.2956890649784,8.301304140169512,-32.14869585983049
72024,956224,OPTIDX,BANKNIFTY,2019-10-03,29700.0,CE,122.6,236.0,23.65,40.95,40.95,407545.0,2429158.03,239720.0,59440.0,2019-10-01,2,28772.8641282525,1.6170704724052345,-39.33292952759477
72024,956224,OPTIDX,BANKNIFTY,2019-10-03,29700.0,CE,122.6,236.0,23.65,40.95,40.95,407545.0,2429158.03,239720.0,59440.0,2019-10-01,2,28772.8641282525,2.6718294302655554,-38.27817056973445
72095,956295,OPTIDX,BANKNIFTY,2019-10-03,29700.0,PE,657.1,1626.75,327.2,959.95,959.95,10401.0,63018.04,27320.0,-5240.0,2019-10-01,2,28772.8641282525,906.0798882902585,-53.870111709741536
72095,956295,OPTIDX,BANKNIFTY,2019-10-03,29700.0,PE,657.1,1626.75,327.2,959.95,959.95,10401.0,63018.04,27320.0,-5240.0,2019-10-01,2,28772.8641282525,931.4574564042957,-28.49254359570432
72166,956366,OPTIDX,BANKNIFTY,2019-10-10,29700.0,CE,462.4,500.0,105.5,233.9,233.9,3227.0,19363.69,20700.0,11180.0,2019-10-01,9,28794.556124147693,77.72337225523079,-156.17662774476923
72166,956366,OPTIDX,BANKNIFTY,2019-10-10,29700.0,CE,462.4,500.0,105.5,233.9,233.9,3227.0,19363.69,20700.0,11180.0,2019-10-01,9,28794.556124147693,76.81960971531414,-157.08039028468585
72237,956437,OPTIDX,BANKNIFTY,2019-10-10,29700.0,PE,613.2,1119.85,557.95,1102.75,1102.75,183.0,1112.66,1420.0,40.0,2019-10-01,9,28794.556124147693,948.3439073977271,-154.4060926022729
72237,956437,OPTIDX,BANKNIFTY,2019-10-10,29700.0,PE,613.2,1119.85,557.95,1102.75,1102.75,183.0,1112.66,1420.0,40.0,2019-10-01,9,28794.556124147693,1004.7415572437524,-98.00844275624763
72308,956508,OPTIDX,BANKNIFTY,2019-10-17,29700.0,CE,639.25,639.25,263.75,263.75,716.8,11.0,66.43,140.0,140.0,2019-10-01,16,28077.625395460625,60.2795519857236,-203.4704480142764
72308,956508,OPTIDX,BANKNIFTY,2019-10-17,29700.0,CE,639.25,639.25,263.75,263.75,716.8,11.0,66.43,140.0,140.0,2019-10-01,16,28077.625395460625,49.997385796206906,-213.7526142037931
72379,956579,OPTIDX,BANKNIFTY,2019-10-17,29700.0,PE,0.0,0.0,0.0,1821.1,1614.35,0.0,0.0,0.0,0.0,2019-10-01,16,28077.625395460625,1581.8024753025388,-239.29752469746109
72379,956579,OPTIDX,BANKNIFTY,2019-10-17,29700.0,PE,0.0,0.0,0.0,1821.1,1614.35,0.0,0.0,0.0,0.0,2019-10-01,16,28077.625395460625,1666.8478163507061,-154.25218364929378
72450,956650,OPTIDX,BANKNIFTY,2019-10-24,29700.0,CE,0.0,0.0,0.0,771.5,940.25,0.0,0.0,0.0,0.0,2019-10-01,23,29718.071916049324,641.9916466818289,-129.5083533181711
72450,956650,OPTIDX,BANKNIFTY,2019-10-24,29700.0,CE,0.0,0.0,0.0,771.5,940.25,0.0,0.0,0.0,0.0,2019-10-01,23,29718.071916049324,704.9672946438602,-66.53270535613979
72521,956721,OPTIDX,BANKNIFTY,2019-10-24,29700.0,PE,0.0,0.0,0.0,660.0,1804.15,0.0,0.0,20.0,0.0,2019-10-01,23,29718.071916049324,508.77656994125147,-151.22343005874853
72521,956721,OPTIDX,BANKNIFTY,2019-10-24,29700.0,PE,0.0,0.0,0.0,660.0,1804.15,0.0,0.0,20.0,0.0,2019-10-01,23,29718.071916049324,524.8424145768904,-135.1575854231096
72592,956792,OPTIDX,BANKNIFTY,2019-10-31,29700.0,CE,698.6,849.9,353.0,526.95,526.95,625.0,3790.88,4100.0,-40.0,2019-10-01,30,28832.895659796868,379.5297781542692,-147.42022184573085
72592,956792,OPTIDX,BANKNIFTY,2019-10-31,29700.0,CE,698.6,849.9,353.0,526.95,526.95,625.0,3790.88,4100.0,-40.0,2019-10-01,30,28832.895659796868,359.35934138020394,-167.5906586197961
72663,956863,OPTIDX,BANKNIFTY,2019-10-31,29700.0,PE,830.0,1600.0,808.55,1272.25,1272.25,71.0,435.43,7460.0,-120.0,2019-10-01,30,28832.895659796868,1136.7555184767639,-135.49448152323612
72663,956863,OPTIDX,BANKNIFTY,2019-10-31,29700.0,PE,830.0,1600.0,808.55,1272.25,1272.25,71.0,435.43,7460.0,-120.0,2019-10-01,30,28832.895659796868,1111.247245267735,-161.00275473226498
72734,956934,OPTIDX,BANKNIFTY,2019-11-07,29700.0,CE,0.0,0.0,0.0,574.1,1315.6,0.0,0.0,0.0,0.0,2019-10-01,37,28214.046600611382,259.2565145121794,-314.8434854878206
72734,956934,OPTIDX,BANKNIFTY,2019-11-07,29700.0,CE,0.0,0.0,0.0,574.1,1315.6,0.0,0.0,0.0,0.0,2019-10-01,37,28214.046600611382,260.2535312095822,-313.8464687904178
72805,957005,OPTIDX,BANKNIFTY,2019-11-07,29700.0,PE,0.0,0.0,0.0,1909.9,2106.1,0.0,0.0,60.0,0.0,2019-10-01,37,28214.046600611382,1604.7165277909608,-305.18347220903934
